Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
e92000001,E92000001,e92000001,,0,
k02000001,K02000001,k02000001,,1,
n92000002,N92000002,n92000002,,2,
s92000003,S92000003,s92000003,,3,
w92000004,W92000004,w92000004,,4,
